"TH"	"index"	"Tmin"	"Delta"	"n2"	"n3"	"n4"	"n5"	"n6"	"n7"	"n8"	"n12"	"On -1"	"On -2/-3"
12	4	14	226	1	0	0	0	0	0	0	0	"{s1:12→1, s1:12→2, s1:2→1, 12→2, s1:2→1, 12→3, s1:2→1, 12→4, s1:2→2, 12→2, s1:2→2, 12→3}"	"{s1:5→1, s1:5→1, s1:5→1, s1:5→1, s1:5→1, s1:5→1, s1:5→1}"
12	4	15	218	0	1	0	0	0	0	0	0	"s1:12→2"	"s1:1→1"
12	4	15	219	0	1	0	0	0	0	0	0	"{s1:2→1, 12→3, s1:2→1, 12→4}"	""
12	4	15	226	1	0	0	0	0	0	0	0	"{s1:12→3, s1:2→1, 12→1, s1:2→2, 12→1, s1:2→3, 12→2}"	"{s1:5→1, s1:5→1, s1:5→1, s1:5→1}"
12	4	16	218	0	1	0	0	0	0	0	0	"s1:12→3"	"s1:1→1"
12	4	16	226	1	0	0	0	0	0	0	0	"{s1:12→4, s1:12→5, s1:2→3, 12→1, s1:2→4, 12→1}"	"{s1:5→1, s1:5→1, s1:5→1, s1:5→1, s1:5→1}"
12	4	17	218	0	1	0	0	0	0	0	0	"{s1:12→4, s1:12→5}"	"{s1:1→1, s1:1→1}"
12	4	17	219	0	1	0	0	0	0	0	0	"s1:2→1"	""
12	4	17	226	1	0	0	0	0	0	0	0	"{s1:2→1, s1:2→2}"	"{s1:5→1, s1:5→1}"
12	4	18	226	1	0	0	0	0	0	0	0	"{s1:2→3, s1:2→4, s1:2→5}"	"{s1:5→1, s1:5→1, s1:5→1}"
12	4	19	219	0	1	0	0	0	0	0	0	"s1:12→2"	""
12	4	20	199	0	0	1	0	0	0	0	0	"s1:12→2"	""
12	4	20	219	0	1	0	0	0	0	0	0	"s1:12→3"	""
12	4	21	219	0	1	0	0	0	0	0	0	"{s1:12→4, s1:12→5}"	""
12	5	12	-22	0	0	0	0	0	0	0	1	"s1:12→1"	""
12	5	12	93	0	0	0	0	0	0	1	0	"s1:12→1"	""
12	5	12	121	0	0	0	0	0	1	0	0	"s1:12→1"	""
12	5	12	148	0	0	0	0	1	0	0	0	"s1:12→1"	""
12	5	12	174	0	0	0	1	0	0	0	0	"s1:12→1"	""
12	5	12	198	0	0	1	0	0	0	0	0	"s1:12→1"	""
12	5	12	218	0	1	0	0	0	0	0	0	"s1:12→1"	""
12	5	14	218	0	1	0	0	0	0	0	0	"{s1:2→1, 12→3, s1:2→1, 12→4}"	""
12	5	15	218	0	1	0	0	0	0	0	0	"{s1:2→1, 12→1, s1:2→1, 12→2}"	""
12	5	18	218	0	1	0	0	0	0	0	0	"s1:2→1"	""
12	5	19	218	0	1	0	0	0	0	0	0	"s1:12→2"	""
12	5	20	198	0	0	1	0	0	0	0	0	"s1:12→2"	""
12	5	20	218	0	1	0	0	0	0	0	0	"{s1:12→3, s1:12→4}"	""
12	5	21	218	0	1	0	0	0	0	0	0	"s1:12→5"	""
12	6	12	30	0	0	0	0	0	0	0	1	"s1:1→1"	""
12	6	12	145	0	0	0	0	0	0	1	0	"s1:1→1"	""
12	6	12	173	0	0	0	0	0	1	0	0	"s1:1→1"	""
12	6	12	200	0	0	0	0	1	0	0	0	"s1:1→1"	""
12	6	12	226	0	0	0	1	0	0	0	0	"s1:1→1"	""
12	6	12	250	0	0	1	0	0	0	0	0	"{s1:12→1, s1:1→1, 12→1}"	""
12	6	12	270	0	1	0	0	0	0	0	0	"{s1:12→1, s1:1→1, 6→1, 12→1, s1:1→2, 6→1, 12→2, s1:6→1}"	""
12	6	13	226	0	0	0	1	0	0	0	0	"s1:1→1, 12→1"	""
12	6	13	250	0	0	1	0	0	0	0	0	"s1:1→2, 12→2"	""
12	6	13	270	0	1	0	0	0	0	0	0	"{s1:1→1, 12→1, s1:1→1, 12→2, s1:1→1, 6→1, 12→2, s1:1→2, 12→2, s1:1→2, 12→3}"	""
12	6	14	200	0	0	0	0	1	0	0	0	"s1:1→1, 12→1"	""
12	6	14	250	0	0	1	0	0	0	0	0	"s1:1→1, 12→2"	""
12	6	14	270	0	1	0	0	0	0	0	0	"{s1:1→1, 6→1, 12→3, s1:6→1, 12→1}"	""
12	6	15	173	0	0	0	0	0	1	0	0	"s1:1→1, 12→1"	""
12	6	15	270	0	1	0	0	0	0	0	0	"s1:1→1, 12→3"	""
12	6	16	145	0	0	0	0	0	0	1	0	"s1:1→1, 12→1"	""
12	6	16	270	0	1	0	0	0	0	0	0	"{s1:1→1, 12→4, s1:6→1, 12→2}"	""
12	6	17	270	0	1	0	0	0	0	0	0	"s1:6→1, 12→3"	""
12	6	18	270	0	1	0	0	0	0	0	0	"s1:6→1, 12→4"	""
12	6	19	270	0	1	0	0	0	0	0	0	"s1:12→2"	""
12	6	20	30	0	0	0	0	0	0	0	1	"s1:1→1, 12→1"	""
12	6	20	250	0	0	1	0	0	0	0	0	"s1:12→2"	""
12	6	20	270	0	1	0	0	0	0	0	0	"s1:12→3"	""
12	6	21	270	0	1	0	0	0	0	0	0	"{s1:12→4, s1:12→5}"	""
12	7	12	-21	0	0	0	0	0	0	0	1	"s1:12→1"	""
12	7	12	94	0	0	0	0	0	0	1	0	"s1:12→1"	""
12	7	12	122	0	0	0	0	0	1	0	0	"s1:12→1"	""
12	7	12	149	0	0	0	0	1	0	0	0	"s1:12→1"	""
12	7	12	175	0	0	0	1	0	0	0	0	"s1:12→1"	""
12	7	12	199	0	0	1	0	0	0	0	0	"s1:12→1"	""
12	7	12	219	0	1	0	0	0	0	0	0	"{s1:12→1, s1:2→1}"	""
12	7	13	219	0	1	0	0	0	0	0	0	"s1:2→1, 12→1"	""
12	7	14	219	0	1	0	0	0	0	0	0	"{s1:1→1, 2→1, 12→1, s1:1→1, 2→1, 12→2}"	""
12	7	14	226	1	0	0	0	0	0	0	0	"{s1:12→1, s1:12→2, s1:1→1, 2→1, 12→2, s1:1→1, 2→1, 12→3, s1:1→1, 2→2, 12→2, s1:2→1, 12→1, s1:2→1, 12→2, s1:2→1, 12→3, s1:2→2, 12→2, s1:2→2, 12→3}"	"{s1:5→1, s1:5→1, s1:5→1, s1:5→1, s1:5→1, s1:5→1, s1:5→1, s1:5→1, s1:5→1, s1:5→1}"
12	7	15	219	0	1	0	0	0	0	0	0	"{s1:1→1, 2→1, 12→3, s1:2→1, 12→2}"	""
12	7	15	226	1	0	0	0	0	0	0	0	"{s1:12→3, s1:1→1, 2→1, 12→1, s1:1→1, 2→2, 12→1, s1:1→2, 2→2, 12→1, s1:2→1, 12→4, s1:2→2, 12→1, s1:2→3, 12→2}"	"{s1:5→1, s1:5→1, s1:5→1, s1:5→1, s1:5→1, s1:5→1, s1:5→1}"
12	7	16	219	0	1	0	0	0	0	0	0	"s1:2→1, 12→3"	""
12	7	16	226	1	0	0	0	0	0	0	0	"{s1:12→4, s1:12→5, s1:1→1, 2→3, 12→1, s1:2→3, 12→1, s1:2→4, 12→1}"	"{s1:5→1, s1:5→1, s1:5→1, s1:5→1, s1:5→1, s1:5→1}"
12	7	17	219	0	1	0	0	0	0	0	0	"{s1:1→1, 2→1, s1:2→1, 12→4}"	""
12	7	17	226	1	0	0	0	0	0	0	0	"{s1:1→1, 2→1, s1:1→1, 2→2, s1:1→2, 2→2, s1:2→1, s1:2→2}"	"{s1:5→1, s1:5→1, s1:5→1, s1:5→1, s1:5→1}"
12	7	18	226	1	0	0	0	0	0	0	0	"{s1:1→1, 2→3, s1:1→1, 2→4, s1:1→2, 2→3, s1:2→3, s1:2→4}"	"{s1:5→1, s1:5→1, s1:5→1, s1:5→1, s1:5→1}"
12	7	19	219	0	1	0	0	0	0	0	0	"s1:12→2"	""
12	7	19	226	1	0	0	0	0	0	0	0	"s1:2→5"	"s1:5→1"
12	7	20	199	0	0	1	0	0	0	0	0	"s1:12→2"	""
12	7	20	219	0	1	0	0	0	0	0	0	"s1:12→3"	""
12	7	21	219	0	1	0	0	0	0	0	0	"{s1:12→4, s1:12→5}"	""
12	8	12	243	0	0	0	0	0	1	0	0	"s1:12→1"	""
12	8	13	215	0	0	0	0	0	0	1	0	"s1:12→1"	""
12	8	13	270	0	0	0	0	1	0	0	0	"s1:12→1"	""
12	8	17	100	0	0	0	0	0	0	0	1	"s1:12→1"	""
12	9	16	134	0	1	0	0	0	0	0	0	"s1:3→1"	""
12	9	17	141	1	0	0	0	0	0	0	0	"{s1:3→1, s1:3→2, s1:3→3, s1:3→4}"	"{s1:10→1, s1:10→1, s1:10→1, s1:10→1, s1:10→1}"
12	10	12	116	0	0	0	0	1	0	0	0	"{s1:12→1, s1:1→1}"	""
12	10	12	142	0	0	0	1	0	0	0	0	"{s1:12→1, s1:1→1}"	""
12	10	12	166	0	0	1	0	0	0	0	0	"{s1:12→1, s1:1→1}"	""
12	10	12	186	0	1	0	0	0	0	0	0	"{s1:12→1, s1:1→1, s1:4→1}"	""
12	10	12	193	1	0	0	0	0	0	0	0	""	"s1:11→1"
12	10	14	186	0	1	0	0	0	0	0	0	"s1:1→1, 12→1"	""
12	10	14	193	1	0	0	0	0	0	0	0	"s1:1→1"	"s1:11→1"
12	10	15	166	0	0	1	0	0	0	0	0	"s1:1→1, 12→1"	""
12	10	15	186	0	1	0	0	0	0	0	0	"{s1:1→1, 4→1, 12→1, s1:1→1, 4→1, 12→2, s1:1→2, 4→1, 12→2, s1:4→1, 12→1}"	""
12	10	15	193	1	0	0	0	0	0	0	0	"{s1:1→1, 12→1, s1:1→1, 4→1, s1:1→1, 4→1, 12→1, s1:1→1, 4→1, 12→2, s1:1→1, 4→2, 12→1, s1:1→1, 4→2, 12→2, s1:1→2, 12→1, s1:1→2, 12→2, s1:1→2, 4→1, 12→1, s1:1→2, 4→1, 12→2, s1:1→2, 4→2, 12→1, s1:1→3, 12→2, s1:1→3, 4→1, 12→1, s1:4→1}"	"{s1:11→1, s1:11→1, s1:11→1, s1:11→1, s1:11→1, s1:11→1, s1:11→1, s1:11→1, s1:11→1, s1:11→1, s1:11→1, s1:11→1, s1:11→1, s1:11→1}"
12	10	16	142	0	0	0	1	0	0	0	0	"s1:1→1, 12→1"	""
12	10	16	186	0	1	0	0	0	0	0	0	"{s1:1→1, 12→2, s1:1→1, 4→1, s1:1→1, 4→1, 12→3, s1:1→2, 12→1, s1:1→2, 12→2, s1:1→2, 12→3, s1:1→2, 4→1, 12→1, s1:1→3, 12→2, s1:1→3, 4→1, 12→1}"	""
12	10	16	193	1	0	0	0	0	0	0	0	"{s1:1→1, 12→2, s1:1→1, 4→1, 12→3, s1:1→1, 4→2, s1:1→1, 4→3, 12→1, s1:1→2, s1:1→2, 12→3, s1:1→2, 4→1, s1:1→2, 4→2, s1:1→2, 4→3, s1:1→3, 12→1, s1:1→3, 4→1, s1:1→3, 4→2, s1:1→4, 12→1, s1:4→1, 12→1, s1:4→2, 12→1, s1:4→2, 12→2, s1:4→3, 12→2}"	"{s1:11→1, s1:11→1, s1:11→1, s1:11→1, s1:11→1, s1:11→1, s1:11→1, s1:11→1, s1:11→1, s1:11→1, s1:11→1, s1:11→1, s1:11→1, s1:11→1, s1:11→1, s1:11→1, s1:11→1}"
12	10	17	116	0	0	0	0	1	0	0	0	"s1:1→1, 12→1"	""
12	10	17	186	0	1	0	0	0	0	0	0	"{s1:1→1, 12→3, s1:1→3, 12→1, s1:4→1, 12→2}"	""
12	10	17	193	1	0	0	0	0	0	0	0	"{s1:12→1, s1:1→1, 12→3, s1:1→1, 12→4, s1:1→1, 4→3, s1:1→1, 4→4, s1:1→3, s1:1→4, 4→1, s1:4→1, 12→2, s1:4→1, 12→3, s1:4→2, s1:4→2, 12→3, s1:4→3, 12→1, s1:4→4, 12→1}"	"{s1:11→1, s1:11→1, s1:11→1, s1:11→1, s1:11→1, s1:11→1, s1:11→1, s1:11→1, s1:11→1, s1:11→1, s1:11→1, s1:11→1, s1:11→1}"
12	10	18	186	0	1	0	0	0	0	0	0	"{s1:1→1, 12→4, s1:1→2, 4→1, s1:1→3, 4→1, s1:1→4, 12→1, s1:4→1, 12→3, s1:4→1, 12→4}"	""
12	10	18	193	1	0	0	0	0	0	0	0	"{s1:1→4, s1:1→5, s1:4→1, 12→4, s1:4→3, s1:4→4}"	"{s1:11→1, s1:11→1, s1:11→1, s1:11→1, s1:11→1}"
12	10	19	186	0	1	0	0	0	0	0	0	"{s1:12→2, s1:1→2, s1:1→4, 4→1}"	""
12	10	19	193	1	0	0	0	0	0	0	0	"{s1:12→2, s1:12→3}"	"{s1:11→1, s1:11→1}"
12	10	20	186	0	1	0	0	0	0	0	0	"{s1:12→3, s1:1→3}"	""
12	10	20	193	1	0	0	0	0	0	0	0	"{s1:12→4, s1:12→5}"	"{s1:11→1, s1:11→1}"
12	10	21	186	0	1	0	0	0	0	0	0	"{s1:12→4, s1:12→5, s1:1→4, s1:1→5}"	""
12	11	12	137	0	1	0	0	0	0	0	0	"s1:12→1"	""
12	11	12	143	1	0	0	0	0	0	0	0	""	"s1:1→1"
12	11	16	143	1	0	0	0	0	0	0	0	"s1:12→1"	"s1:1→1"
12	11	17	143	1	0	0	0	0	0	0	0	"{s1:4→1, 5→1, s1:4→1, 5→1, 12→1, s1:4→1, 5→1, 12→2, s1:4→1, 5→1, 12→3, s1:5→1, s1:5→1, 12→1, s1:5→1, 12→2, s1:5→1, 12→3}"	"{s1:1→1, s1:1→1, s1:1→1, s1:1→1, s1:1→1, s1:1→1, s1:1→1, s1:1→1}"
12	11	18	143	1	0	0	0	0	0	0	0	"{s1:12→2, s1:12→3, s1:5→1, 12→4}"	"{s1:1→1, s1:1→1, s1:1→1}"
12	11	19	143	1	0	0	0	0	0	0	0	"{s1:12→4, s1:12→5}"	"{s1:1→1, s1:1→1}"
12	12	12	141	1	0	0	0	0	0	0	0	""	"s1:1→1"
12	12	17	141	1	0	0	0	0	0	0	0	"{s1:11→1, s1:11→2, s1:11→3, s1:4→1, 5→1, s1:4→1, 5→1, 11→1, s1:4→1, 5→1, 11→2, s1:4→1, 5→1, 11→3, s1:5→1, s1:5→1, 11→1, s1:5→1, 11→2, s1:5→1, 11→3}"	"{s1:1→1, s1:1→1, s1:1→1, s1:1→1, s1:1→1, s1:1→1, s1:1→1, s1:1→1, s1:1→1, s1:1→1, s1:1→1}"
12	13	12	137	0	1	0	0	0	0	0	0	"s1:12→1"	""
12	13	12	143	1	0	0	0	0	0	0	0	""	"s1:1→1"
12	13	16	143	1	0	0	0	0	0	0	0	"s1:12→1"	"s1:1→1"
12	13	17	143	1	0	0	0	0	0	0	0	"{s1:4→1, s1:4→1, 12→1, s1:4→1, 12→2, s1:4→1, 12→3, s1:4→1, 6→1, s1:4→1, 6→1, 12→1, s1:4→1, 6→1, 12→2, s1:4→1, 6→1, 12→3, s1:6→1, s1:6→1, 12→1, s1:6→1, 12→2, s1:6→1, 12→3, s1:6→1, 12→4}"	"{s1:1→1, s1:1→1, s1:1→1, s1:1→1, s1:1→1, s1:1→1, s1:1→1, s1:1→1, s1:1→1, s1:1→1, s1:1→1, s1:1→1, s1:1→1}"
12	13	18	143	1	0	0	0	0	0	0	0	"{s1:12→2, s1:12→3, s1:4→1, 12→4}"	"{s1:1→1, s1:1→1, s1:1→1}"
12	13	19	143	1	0	0	0	0	0	0	0	"{s1:12→4, s1:12→5}"	"{s1:1→1, s1:1→1}"
12	14	12	62	0	0	0	0	0	0	1	0	"s1:12→1"	""
12	14	12	90	0	0	0	0	0	1	0	0	"s1:12→1"	""
12	14	12	117	0	0	0	0	1	0	0	0	"s1:12→1"	""
12	14	12	143	0	0	0	1	0	0	0	0	"{s1:12→1, s1:1→1}"	""
12	14	12	167	0	0	1	0	0	0	0	0	"{s1:12→1, s1:1→1}"	""
12	14	12	187	0	1	0	0	0	0	0	0	"{s1:12→1, s1:1→1}"	""
12	14	12	193	1	0	0	0	0	0	0	0	""	"s1:2→1"
12	14	14	187	0	1	0	0	0	0	0	0	"s1:1→1, 12→1"	""
12	14	14	193	1	0	0	0	0	0	0	0	"s1:12→1"	"s1:2→1"
12	14	15	167	0	0	1	0	0	0	0	0	"s1:1→1, 12→1"	""
12	14	15	193	1	0	0	0	0	0	0	0	"{s1:1→1, 12→1, s1:1→1, 12→2, s1:1→1, 5→1, 6→1, 12→1, s1:1→1, 5→1, 6→1, 12→2, s1:1→1, 6→1, 12→1, s1:1→1, 6→1, 12→2, s1:1→1, 6→1, 12→3, s1:1→2, 12→2, s1:1→2, 12→3, s1:1→2, 6→1, 12→2, s1:5→1, 6→1, 12→1, s1:5→1, 6→1, 12→2, s1:6→1, 12→1, s1:6→1, 12→2}"	"{s1:2→1, s1:2→1, s1:2→1, s1:2→1, s1:2→1, s1:2→1, s1:2→1, s1:2→1, s1:2→1, s1:2→1, s1:2→1, s1:2→1, s1:2→1, s1:2→1}"
12	14	16	143	0	0	0	1	0	0	0	0	"s1:1→1, 12→1"	""
12	14	16	187	0	1	0	0	0	0	0	0	"{s1:1→1, 12→2, s1:1→2, 12→1, s1:1→2, 12→2, s1:1→2, 12→3, s1:1→3, 12→2}"	""
12	14	16	193	1	0	0	0	0	0	0	0	"{s1:12→2, s1:1→1, 12→3, s1:1→1, 12→4, s1:1→2, 12→1, s1:1→2, 5→1, 6→1, 12→1, s1:1→2, 6→1, 12→1, s1:1→3, 12→2, s1:1→3, 6→1, 12→1, s1:5→1, 6→1, 12→3, s1:6→1, s1:6→1, 12→3, s1:6→1, 12→4}"	"{s1:2→1, s1:2→1, s1:2→1, s1:2→1, s1:2→1, s1:2→1, s1:2→1, s1:2→1, s1:2→1, s1:2→1, s1:2→1, s1:2→1}"
12	14	17	167	0	0	1	0	0	0	0	0	"s1:1→1, 12→2"	""
12	14	17	187	0	1	0	0	0	0	0	0	"{s1:1→1, 12→3, s1:1→3, 12→1}"	""
12	14	17	193	1	0	0	0	0	0	0	0	"{s1:12→3, s1:1→1, s1:1→1, 5→1, 6→1, s1:1→1, 6→1, s1:1→2, 5→1, 6→1, s1:1→2, 6→1, s1:1→3, 12→1, s1:1→3, 5→1, 6→1, s1:1→4, 12→1, s1:5→1, 6→1}"	"{s1:2→1, s1:2→1, s1:2→1, s1:2→1, s1:2→1, s1:2→1, s1:2→1, s1:2→1, s1:2→1, s1:2→1}"
12	14	18	187	0	1	0	0	0	0	0	0	"{s1:1→1, 12→4, s1:1→4, 12→1}"	""
12	14	18	193	1	0	0	0	0	0	0	0	"{s1:12→4, s1:12→5, s1:1→3, 6→1, s1:1→4, 6→1}"	"{s1:2→1, s1:2→1, s1:2→1, s1:2→1}"
12	14	19	187	0	1	0	0	0	0	0	0	"{s1:12→2, s1:1→2}"	""
12	14	19	193	1	0	0	0	0	0	0	0	"{s1:1→2, s1:1→3}"	"{s1:2→1, s1:2→1}"
12	14	20	167	0	0	1	0	0	0	0	0	"s1:12→2"	""
12	14	20	187	0	1	0	0	0	0	0	0	"{s1:12→3, s1:1→3}"	""
12	14	20	193	1	0	0	0	0	0	0	0	"{s1:1→4, s1:1→5}"	"{s1:2→1, s1:2→1}"
12	14	21	187	0	1	0	0	0	0	0	0	"{s1:12→4, s1:12→5, s1:1→4, s1:1→5}"	""
12	17	12	137	0	1	0	0	0	0	0	0	"s1:12→1"	""
12	17	12	143	1	0	0	0	0	0	0	0	""	"s1:1→1"
12	17	16	136	0	1	0	0	0	0	0	0	""	"s1:4→1"
12	17	16	143	1	0	0	0	0	0	0	0	"s1:12→1"	"s1:1→1"
12	17	17	136	0	1	0	0	0	0	0	0	"s1:12→1"	"s1:4→1"
12	17	17	143	1	0	0	0	0	0	0	0	"{s1:5→1, s1:5→1, 12→1, s1:5→1, 12→2, s1:5→1, 12→3, s1:5→1, 12→4}"	"{s1:1→1, s1:1→1, s1:1→1, s1:1→1, s1:1→1}"
12	17	18	143	1	0	0	0	0	0	0	0	"{s1:12→2, s1:12→3}"	"{s1:1→1, s1:1→1}"
12	17	19	143	1	0	0	0	0	0	0	0	"{s1:12→4, s1:12→5}"	"{s1:1→1, s1:1→1}"
12	18	12	141	1	0	0	0	0	0	0	0	""	"s1:1→1"
12	18	16	134	0	1	0	0	0	0	0	0	""	"s1:4→1"
12	18	17	141	1	0	0	0	0	0	0	0	"{s1:11→1, s1:11→2, s1:11→3, s1:5→1, s1:5→1, 11→1, s1:5→1, 11→2, s1:5→1, 11→3}"	"{s1:1→1, s1:1→1, s1:1→1, s1:1→1, s1:1→1, s1:1→1, s1:1→1}"
12	19	12	137	0	1	0	0	0	0	0	0	"s1:12→1"	""
12	21	12	141	1	0	0	0	0	0	0	0	""	"s1:12→1"
12	21	17	134	0	1	0	0	0	0	0	0	"s1:5→1"	""
12	21	17	141	1	0	0	0	0	0	0	0	"{s1:5→1, s1:5→2, s1:5→3, s1:5→4}"	"{s1:12→1, s1:12→1, s1:12→1, s1:12→1}"
12	22	12	60	0	0	0	0	0	0	1	0	"s1:1→1"	""
12	22	12	88	0	0	0	0	0	1	0	0	"s1:1→1"	""
12	22	12	115	0	0	0	0	1	0	0	0	"s1:1→1"	""
12	22	12	141	0	0	0	1	0	0	0	0	"s1:1→1"	""
12	22	12	165	0	0	1	0	0	0	0	0	"s1:1→1"	""
12	22	12	185	0	1	0	0	0	0	0	0	"s1:1→1"	""
12	22	15	185	0	1	0	0	0	0	0	0	"{s1:1→1, 10→1, s1:1→2, 10→1, s1:1→2, 10→2, s1:1→3, 10→2}"	""
12	22	16	165	0	0	1	0	0	0	0	0	"{s1:1→1, 10→1, s1:1→2, 10→1}"	""
12	22	16	185	0	1	0	0	0	0	0	0	"{s1:10→1, s1:1→1, 10→2, s1:1→1, 10→3, s1:1→2, 10→3, s1:1→3, 10→1, s1:1→4, 10→1}"	""
